row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,DOM_Interlab_LCMS_Lab012_A5M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab_LCMS_Lab012_A5M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab_LCMS_Lab012_A5M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab_LCMS_Lab012_A15M_Pos_MS2_rep1_5uL.mzML Peak area,DOM_Interlab_LCMS_Lab012_A15M_Pos_MS2_rep3_5uL.mzML Peak area,DOM_Interlab_LCMS_Lab012_PPLBlank_Pos_MS2_rep1.mzML Peak area,DOM_Interlab_LCMS_Lab012_A45M_Pos_MS2_rep2_5uL.mzML Peak area,DOM_Interlab_LCMS_Lab012_A45M_Pos_MS2_rep1_5uL.mzML Peak area,DOM_Interlab_LCMS_Lab012_A15M_Pos_MS2_rep2_5uL.mzML Peak area,DOM_Interlab_LCMS_Lab012_M_Pos_MS1_rep3.mzML Peak area,DOM_Interlab_LCMS_Lab012_M_Pos_MS1_rep2.mzML Peak area,DOM_Interlab_LCMS_Lab012_M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab_LCMS_Lab012_A45M_Pos_MS2_rep3_5uL.mzML Peak area,
12733,203.12868569215735,6.070214,,,,,,,,,,,107652.836,100112.65,116219.79,268319.12,233124.97,0,231948.55,224742.97,256345.0,116732.08,90780.58,150385.45,224020.31,
21483,203.14325702118205,11.300948,,,,,,,,,,,243541.56,230720.86,285032.94,151330.11,140016.38,0,929335.25,166975.5,143178.03,178348.03,186842.88,215686.66,129605.33,
364,204.08675444274172,1.170441,,,,,,,,,,,11025.7,7485.1387,9546.262,763600.94,761004.9,0,347699.34,324646.34,735814.4,294125.44,210480.0,127420.195,295911.2,
466,204.08708000431517,1.8455275,,,,,,,,,,,10507.346,4232.666,11312.882,0,62982.617,0,31775.91,32973.824,106357.45,264083.25,244102.23,363375.78,64462.89,
979,204.087861010037,3.0527039,,,,,,,,,,,0,0,0,77789.66,84213.45,0,124336.16,366623.66,614216.5,17710.377,19360.725,26331.344,351393.22,
14044,204.12398641040053,6.5258975,,,,,,,,,,,110955.414,118950.03,121059.95,49480.125,54450.984,0,63661.203,61543.273,58600.91,259434.36,213843.4,261558.67,46615.344,
20841,204.13855030793331,11.035904,,,,,,,,,,,1932357.5,1987950.1,1936767.0,2174228.0,2268929.8,0,1523360.4,1810334.4,2284457.0,17311.06,5394.846,20629.352,1760317.8,
10574,204.13897512744919,5.452215,,,,,,,,,,,8468.233,3143.3887,2691.3071,13262.305,12343.052,0,214225.61,181307.95,24738.404,0,0,1987.591,240971.42,
11550,204.17529533680872,5.731354,,,,,,,,,,,3903.005,4906.216,8697.842,90724.94,104523.695,0,305441.12,339845.66,115268.42,0,0,0,309638.84,
93,204.95703212927936,0.95024335,,,,,,,,,,,5620.22,5153.2817,2316.9587,121038.16,112823.625,3631.6465,123100.34,117926.03,112612.7,92204.445,97416.92,98862.945,122275.77,
452,205.09002797740672,1.7880468,,,,,,,,,,,0,0,0,88140.59,155499.06,0,75256.48,77471.43,93991.88,0,0,0,74352.58,
1237,205.09806152732259,3.1796782,,,,,,,,,,,4477.7695,1202.8,1752.7483,246447.3,226253.06,0,414834.66,415516.3,231137.03,164843.19,152882.03,165581.25,423970.56,
21227,205.12258174528628,11.182361,,,,,,,,,,,730408.1,137993.92,854797.2,151028.1,147242.9,0,77717.2,121396.86,131992.31,719601.9,533427.44,802659.06,115991.99,
16126,205.12327070952585,7.512879,,,,,,,,,,,402626.1,630076.1,368961.38,144213.6,153025.55,0,148392.28,411373.22,151495.27,110395.85,118831.99,363575.44,143530.31,
21168,205.15889566126967,11.162103,,,,,,,,,,,576006.7,613929.7,603349.9,342178.94,443328.88,0,245823.03,263255.8,268012.75,535077.7,569201.06,482560.53,320581.06,
393,206.1179745023469,1.4653212,,,,,,,,,,,0,0,0,12045.205,515.24005,0,98054.164,277967.53,8260.963,0,0,1325.7402,281357.03,
479,206.11814030416667,1.880303,,,,,,,,,,,0,0,0,208267.92,210951.19,0,587246.0,568081.7,226661.36,0,0,2376.1523,579607.3,
711,206.11862024566653,2.8839984,,,,,,,,,,,0,0,0,130478.16,630457.06,0,609883.8,608611.5,629813.2,79839.22,237112.05,351417.94,636445.8,
17946,206.13159963702137,9.158159,,,,,,,,,,,265091.94,268479.22,282529.38,236004.55,243504.81,0,225794.36,228520.16,232687.61,224991.89,226043.27,259789.36,222166.56,
196,206.1387198059681,1.0456599,,,,,,,,,,,6830.008,1194.7465,1138.1472,212481.03,247148.97,0,237265.95,205485.94,228957.67,273248.62,277740.3,312019.34,216187.78,
485,206.1391325892822,1.8631121,,,,,,,,,,,3231.9119,0,0,52147.3,49135.527,0,26085.809,27921.3,0,91267.83,89359.47,103515.5,16769.602,
427,206.13917562159614,1.7516689,,,,,,,,,,,0,0,0,200019.0,320293.16,0,135496.7,152186.28,236198.69,0,0,2869.9644,141323.22,
852,206.15507596107676,2.9868,,,,,,,,,,,0,0,0,363984.84,402265.88,0,324734.94,297489.16,356530.78,42308.23,27607.123,212450.69,311494.16,
18489,206.1909312207055,9.596446,,,,,,,,,,,24506.15,21099.332,16619.316,66331.95,331874.5,0,1152314.1,1098789.2,75197.58,0,0,0,1100506.8,
166,206.89403234039858,1.0045078,,,,,,,,,,,5135.2837,1084.889,0,47487.184,39433.85,0,36715.164,39861.484,43215.957,41838.312,38691.348,45173.57,39300.094,
20014,207.13848399885651,10.63018,,,,,,,,,,,234227.5,222042.47,571265.8,198301.08,194643.7,0,182725.92,190183.4,207351.94,476786.7,467383.0,512999.47,146504.48,
19351,207.13853840880816,10.251542,,,,,,,,,,,1849581.9,460883.5,1870551.8,1733204.1,1675342.4,0,1451068.5,1251818.5,1455047.4,1011746.1,418775.56,445139.9,291270.34,
18191,207.1388967907914,9.3722515,,,,,,,,,,,83469.52,115522.05,708690.06,786576.3,531341.1,0,1295867.4,1429094.0,707400.56,66828.586,59969.316,81466.67,1252123.9,
9456,207.16005161798125,5.1967206,,,,,,,,,,,33382.848,34860.844,37924.547,25410.4,43305.734,0,125088.19,74210.664,49577.797,346114.8,154096.55,367618.94,136115.5,
22498,207.1742960311643,11.667511,,,,,,,,,,,97612.33,352117.75,86685.67,159724.38,64096.684,0,52025.36,48220.36,63007.426,286185.7,221893.75,54100.016,47952.277,
2047,208.13435180141656,3.493504,,,,,,,,,,,0,0,0,392588.97,348148.16,0,118798.16,590237.1,395431.4,7187.8643,10404.291,31828.625,154196.6,
4299,208.13436065038644,4.048522,,,,,,,,,,,0,0,0,16826.09,170487.56,0,289794.38,310792.66,114198.305,24030.248,8346.256,16569.588,333965.47,
23225,208.16849626167314,12.068742,,,,,,,,,,,83192.64,32644.688,223036.98,213706.27,0,0,212595.69,184128.06,130885.91,0,0,0,0,
23201,208.1685843233692,12.044978,,,,,,,,,,,66248.28,119328.18,113139.01,229501.42,204678.4,0,574571.3,700720.6,679274.6,0,0,0,202097.95,
23129,208.1686682755482,11.992955,,,,,,,,,,,380239.78,254761.72,159780.77,683353.4,678040.6,0,253837.31,76430.11,190060.11,0,0,0,566039.9,
23321,208.16886770748084,12.156283,,,,,,,,,,,48698.67,76793.31,58781.63,101630.66,131831.55,0,99365.08,55975.64,139482.53,0,0,0,105013.08,
22993,208.16894082866764,11.926128,,,,,,,,,,,0,88506.01,298752.34,129854.04,136445.69,0,119398.59,71696.33,137626.62,0,0,0,120752.61,
579,209.0927329068753,2.629163,,,,,,,,,,,0,0,0,115672.14,113469.28,0,168984.36,139371.17,129877.11,27829.145,23427.072,25730.559,160697.44,
19084,209.11813902602023,10.024292,,,,,,,,,,,156568.42,269478.84,791370.44,616566.3,477095.56,0,104772.58,96806.234,148735.52,279932.9,117675.484,634361.9,95779.25,
22432,209.1535689351035,11.654592,,,,,,,,,,,755464.44,805462.44,304321.28,762280.94,227705.94,0,311339.2,964171.3,267273.1,548042.56,598441.56,531625.1,266353.44,
21090,209.15385161475606,11.140911,,,,,,,,,,,1547655.2,1768875.4,1635139.4,1403623.9,217075.03,0,178410.44,183466.6,88314.14,1009104.75,1010107.94,1200245.4,172806.44,
18463,209.15433733303985,9.580423,,,,,,,,,,,542604.5,78953.305,0,87577.44,36378.414,0,169386.92,0,54994.14,7235.833,0,86601.73,159463.02,
17016,209.1545347841986,8.300359,,,,,,,,,,,42843.406,183031.9,30088.59,141777.55,110194.234,0,992675.5,1035532.1,296085.78,22674.41,29766.71,13826.189,1067837.9,
18576,209.15454900837483,9.659558,,,,,,,,,,,102678.91,112806.61,0,138637.47,147681.42,0,828994.5,1041424.3,938397.6,39061.863,70592.6,90005.55,1072989.5,
22926,209.1894846944143,11.854167,,,,,,,,,,,63047.02,72375.56,69833.63,34703.363,42478.984,0,24117.812,44207.32,47138.492,115856.68,115153.625,164059.89,47074.586,
22300,209.18999664469743,11.608983,,,,,,,,,,,388587.53,457095.97,427906.78,261972.03,246883.11,0,117119.234,286189.8,234708.31,329195.25,316564.25,424859.44,336559.44,
18461,209.19077901810354,9.560578,,,,,,,,,,,217626.77,217179.8,209076.12,161239.6,158398.88,0,85118.34,81165.805,162812.56,22739.71,0,29597.52,83848.66,
564,210.09929120927202,2.5797381,,,,,,,,,,,0,0,0,87756.71,88668.125,0,50276.19,69297.54,79555.81,29785.49,22641.023,24584.93,67433.91,
24810,210.11003963093376,14.733037,,,,,,,,,,,55677.53,72292.7,74736.0,94648.28,91192.875,0,89714.47,95363.766,94386.53,0,0,0,90874.68,
600,210.14956927491255,2.7231052,,,,,,,,,,,0,0,0,77167.414,82912.94,0,69763.92,84729.664,69231.375,7205.042,25532.08,207234.12,83306.05,
14631,211.09744003383184,6.732323,,,,,,,,,,,198583.95,196323.64,285607.22,290685.84,296965.9,0,254087.02,238011.3,138936.0,205797.17,115206.14,291095.8,315474.03,
17458,211.1337453628042,8.736653,,,,,,,,,,,335629.78,337787.94,127001.93,154771.48,152158.72,0,131001.305,150712.33,189872.06,288799.75,339861.94,353175.06,148754.42,
17015,211.1337890201469,8.30611,,,,,,,,,,,379802.47,412858.62,431943.38,337595.78,161957.3,0,152587.86,143530.86,169868.97,366066.03,384414.3,408844.1,147510.7,
18853,211.13380858270287,9.862985,,,,,,,,,,,323213.47,189512.39,447184.3,172965.53,170730.73,0,130398.0,130577.66,169610.73,141857.36,132764.8,294620.38,134165.66,
18399,211.1337960044223,9.492453,,,,,,,,,,,1136548.9,1262232.2,1045441.06,317449.6,333579.62,0,252424.6,233110.67,332487.84,871785.6,348714.78,804775.2,263062.34,
19159,211.13365152398993,10.122626,,,,,,,,,,,594865.8,615704.7,576433.4,267173.0,258229.02,0,184839.19,340879.06,1036561.5,233721.72,138483.31,531292.25,151896.81,
17884,211.1338254737408,9.0844965,,,,,,,,,,,793359.25,905216.25,940399.25,1410750.0,1776117.8,0,1559228.5,1587784.4,1364290.2,1143752.2,844628.94,1283063.1,1549183.9,
808,211.1451746151932,2.9504347,,,,,,,,,,,0,0,0,206968.14,184607.03,0,174061.52,179930.16,165449.81,12709.056,22522.0,32389.906,223466.69,
3998,211.1524765338455,3.9858024,,,,,,,,,,,5293.174,4754.6733,5707.921,206017.25,223076.77,0,203165.34,186284.83,203021.19,173087.47,98303.13,205429.81,201273.17,
22080,211.16930031800936,11.510514,,,,,,,,,,,412550.47,278274.5,237246.6,104012.59,92644.25,0,93785.63,86996.16,107318.14,345851.38,277868.9,378654.78,320213.06,
12167,212.11919298752932,5.8775268,,,,,,,,,,,641238.9,61212.914,173472.03,487566.12,497393.12,0,1126759.8,1234170.5,441842.4,81877.61,634805.75,622263.8,5737349.0,
11996,212.11919456395745,5.8614497,,,,,,,,,,,175238.31,661721.7,880988.4,2090052.0,1977642.9,0,5652349.5,5248436.0,2254901.8,506442.75,148256.81,124359.625,1167582.5,
19668,212.20139452735734,10.419364,,,,,,,,,,,38708.28,38257.34,89171.65,109560.24,85815.195,0,246912.47,258859.53,112224.086,2423.6392,6187.6123,16786.285,255884.28,
19041,212.2018238347864,9.995773,,,,,,,,,,,372388.9,359490.78,376635.88,296536.22,300590.66,0,259161.27,216833.86,296299.38,209554.58,244421.88,325816.12,277867.5,
509,213.05282759169242,2.0938694,,,,,,,,,,,500.36353,0,0,92543.78,96619.0,0,44168.176,40135.285,98812.97,0,0,0,42829.086,
17459,213.1129928224609,8.753873,,,,,,,,,,,443524.72,155826.72,391771.97,608560.9,723594.4,0,394900.47,367776.56,706748.06,338956.9,228905.16,523163.22,404295.6,
9911,213.11309448865686,5.285843,,,,,,,,,,,38683.99,40910.1,53022.08,107984.94,87969.69,0,125178.58,203207.8,109083.69,165913.73,66337.42,208671.98,152110.22,
17846,213.11309468050084,9.05852,,,,,,,,,,,708982.94,683268.5,770433.75,689689.3,736674.2,0,427787.25,470294.44,723352.75,750365.0,495757.84,728207.8,453354.1,
22015,213.1485569373231,11.489734,,,,,,,,,,,405336.5,404549.4,471912.16,123207.29,148946.9,0,126193.95,74391.31,131645.53,175969.75,140481.55,232031.03,128163.73,
17136,213.14942577346756,8.477143,,,,,,,,,,,161842.6,206511.19,203509.06,191560.53,71882.63,0,277816.84,252330.14,137386.14,272743.75,88284.086,277774.88,268767.34,
17513,213.1493791081825,8.7856245,,,,,,,,,,,80679.71,210788.52,181243.0,207795.6,189207.22,0,216532.23,219092.44,144700.75,221443.94,138030.4,233976.05,214964.98,
24821,213.98294370099225,14.79435,,,,,,,,,,,28444.822,20331.295,27795.96,25324.807,20778.504,0,27649.9,36579.008,40779.043,96784.31,108106.22,285424.25,43084.87,
24814,213.98294435092873,14.756328,,,,,,,,,,,30840.283,19205.52,33335.03,120667.086,109517.74,0,133514.64,114407.664,107602.11,438546.44,389496.47,72675.95,134245.66,
22,214.00477878982696,0.905564,,,,,,,,,,,2340.582,0,0,72763.016,80836.6,0,66610.445,59088.066,71159.23,24734.441,22559.443,35082.926,63357.86,
18826,214.0905763021391,9.848535,,,,,,,,,,,112521.83,101667.31,90301.49,117656.62,106594.875,0,123618.125,123372.69,117457.38,65191.375,22074.16,87815.69,113175.55,
532,214.10778739431416,2.3894448,,,,,,,,,,,1520.2129,0,449.17108,218144.2,208414.36,910.1072,367598.44,374594.34,219189.12,128162.23,126011.49,172305.48,346772.22,
19753,214.12647819017903,10.48823,,,,,,,,,,,2046282.8,1993109.2,2036145.0,1247945.6,1156466.6,0,1194835.0,1197819.1,1186272.0,1573437.8,1581065.1,1747421.6,1181277.0,
22681,214.21603445122878,11.750069,,,,,,,,,,,226694.53,167724.31,247849.17,496892.12,552595.75,0,483123.38,380182.94,549781.75,0,0,2214.2756,358328.75,
20852,214.2166656001544,11.040122,,,,,,,,,,,338462.8,345234.78,324392.28,224200.8,213230.44,0,111779.14,66182.734,226974.11,212945.56,198051.1,243334.52,264794.22,
21362,214.21667087818017,11.24107,,,,,,,,,,,309836.25,303862.5,348129.47,200333.61,198949.53,0,200487.22,200100.12,221454.42,257523.62,230102.88,299834.34,270169.34,
18339,214.25380194229652,9.426398,,,,,,,,,,,1785730.0,1373896.8,1689785.0,819815.1,769757.9,0,56781.555,465590.53,713829.94,413673.28,389572.88,1615184.1,545418.4,
14506,215.12880295445333,6.66535,,,,,,,,,,,175819.22,135302.23,182073.81,189790.47,188245.73,0,303671.78,347475.16,200649.75,178683.58,131428.03,219835.19,367672.53,
17020,215.12878301815945,8.278708,,,,,,,,,,,443814.06,521797.56,503499.0,348508.44,612877.4,0,331425.56,323712.2,417410.28,256544.92,233154.27,564914.8,252108.0,
17398,215.1287131916506,8.697581,,,,,,,,,,,1268539.9,1225568.8,1293317.8,1139670.8,1066725.8,0,877061.0,886256.44,1134881.6,1618547.9,1062181.8,1625248.4,959004.9,
15798,215.12877124443548,7.3254814,,,,,,,,,,,63844.625,66517.82,208817.22,86523.55,226764.42,0,172059.33,158240.23,213808.08,152070.94,92545.805,213634.45,154279.08,
18408,215.12878833756676,9.506522,,,,,,,,,,,934397.2,862627.2,941315.56,887439.9,894038.25,0,696009.56,667933.3,935569.25,614962.25,452556.8,732668.5,694551.4,
20973,215.16436506940943,11.0874405,,,,,,,,,,,1506943.6,1307305.1,1269537.9,759395.3,756851.4,0,621214.44,679104.6,717503.44,748322.0,656258.9,1013812.1,605432.94,
20179,215.16446212053427,10.790566,,,,,,,,,,,1085868.2,1127215.8,1115208.9,343656.97,340796.06,0,277409.06,295572.2,359686.16,937329.2,957301.56,1065931.5,259632.66,
21304,215.1644498282047,11.226462,,,,,,,,,,,415542.03,747856.75,554015.06,476775.47,284923.3,0,239177.84,275939.88,311216.03,451649.12,240172.72,522255.03,284136.97,
21446,215.1644624151869,11.24917,,,,,,,,,,,713041.7,185854.56,0,0,216788.19,0,194867.45,240349.48,226186.11,237108.56,200386.42,0,190490.3,
19951,215.16476591114386,10.593572,,,,,,,,,,,997937.6,989412.56,1007096.44,346479.44,315887.2,0,263757.25,235842.4,342871.3,826764.2,786095.0,914719.5,248332.9,
17587,215.16513307662174,8.84385,,,,,,,,,,,121431.72,112120.19,120590.0,89865.164,86575.414,0,138805.81,159586.52,89938.33,124685.88,95448.67,146353.83,146957.86,
20,215.99351073462876,0.9037811,,,,,,,,,,,47080.484,22950.594,23953.494,225037.62,214492.89,0,140557.34,146526.58,217170.1,451988.44,502746.56,425870.6,136472.12,
1275,216.12413244086227,3.1954772,,,,,,,,,,,2275.494,0,2252.9927,27118.453,39208.06,0,20491.736,21652.307,90000.305,187847.14,206946.44,196951.9,33622.99,
15168,216.1604329505893,6.9864287,,,,,,,,,,,120189.76,88076.28,125398.57,145278.98,120818.17,0,144173.06,154533.9,151066.58,132649.38,89409.99,144105.89,165751.22,
164,216.92280605868544,0.9884492,,,,,,,,,,,16943.424,8470.1455,8184.5566,191461.67,163768.95,2326.5474,149322.08,167710.62,178582.92,182458.19,167411.16,241704.47,151363.12,
28,216.9507279974927,0.9071478,,,,,,,,,,,12090.327,6061.3164,4890.163,201549.12,199606.77,0,156337.8,164344.88,206403.33,68721.53,70320.39,69889.62,146620.77,
221,217.0682641432386,1.0680785,,,,,,,,,,,74593.94,27602.885,9938.277,758773.75,731110.4,0,562663.9,548927.3,764329.6,437511.3,450222.62,461108.12,543667.75,
574,217.10544860940814,2.6081157,,,,,,,,,,,0,0,0,118811.695,124819.03,0,100895.19,96251.11,118775.125,71491.99,74236.27,97577.89,100470.25,
20949,217.14360060685638,11.079579,,,,,,,,,,,2566143.5,2061473.0,2145465.5,1152866.1,1037012.94,0,809463.3,817040.94,1014166.4,1115028.0,873851.7,1522295.2,819218.9,
20292,217.1437464655181,10.784756,,,,,,,,,,,42164.203,42679.633,25638.383,42408.785,41632.5,0,225769.62,227948.97,45497.434,18569.959,25579.592,39524.33,219076.33,
19910,217.1439945614322,10.575681,,,,,,,,,,,1989648.0,1664325.2,2030676.4,554189.9,559352.2,0,356380.88,351469.4,548119.06,1243797.0,1092492.4,1517336.8,327286.56,
17509,217.14435504958553,8.785137,,,,,,,,,,,315778.06,301344.16,300291.1,261267.94,242834.73,0,356047.5,362136.28,235985.06,324553.8,217967.83,376607.78,326989.44,
4,217.98931457071876,0.8999942,,,,,,,,,,,13470.823,2447.8994,3961.974,115305.164,107325.36,0,80328.42,87275.67,106713.95,48684.617,41823.344,90715.125,83631.98,
450,218.10269828491673,1.7808329,,,,,,,,,,,922.9597,0,0,636109.0,141503.56,0,213140.67,211609.45,669476.8,6418.3833,7497.9775,17283.54,188298.62,
546,218.10284074492773,2.4880042,,,,,,,,,,,748.2865,0,792.6156,83924.05,235495.56,0,37918.598,35323.44,413654.97,43261.36,41249.13,130506.73,0,
16286,218.13969752910643,7.5950704,,,,,,,,,,,244746.5,262942.16,244326.95,128459.984,120385.14,0,128603.86,134544.02,142934.3,469012.6,345428.75,508318.56,123119.31,
8612,218.13969630551665,5.0013986,,,,,,,,,,,2250.281,2098.833,0,26985.309,21988.701,0,148035.12,150388.06,19856.387,17382.393,14501.326,14077.692,152561.84,
13529,218.19092664439273,6.3319225,,,,,,,,,,,109420.0,110747.03,116421.22,502503.5,482168.4,0,1432438.4,1418389.4,466363.94,0,0,0,1407722.8,
38,218.98373382873967,0.90866476,,,,,,,,,,,18429.238,8994.289,10282.249,580349.94,569488.44,0,468621.44,432025.44,568106.94,190658.28,196089.56,238069.0,435994.8,
16641,219.10257446553842,7.892687,,,,,,,,,,,71022.055,62980.8,47403.73,133844.36,398949.47,0,751046.06,737633.5,130889.92,25612.537,27652.18,36753.29,766789.2,
4735,219.1137954444263,4.1615715,,,,,,,,,,,14674.152,11618.661,19261.281,253708.92,287225.28,0,139797.27,222939.95,269003.88,94396.49,83161.84,232907.44,128513.05,
20228,219.13823969908933,10.774709,,,,,,,,,,,270999.22,271741.97,282577.88,982737.7,823957.06,0,597607.6,164968.92,181828.05,889507.75,911350.9,253476.31,152186.81,
669,219.1501859622568,2.864979,,,,,,,,,,,0,0,0,220857.5,177818.31,0,335171.47,109590.336,256936.31,17095.53,23663.553,29159.209,110693.64,
23830,219.17434104497534,12.610312,,,,,,,,,,,1487953.9,1050870.0,1277074.1,1389911.0,1632382.6,0,1225261.4,1464208.1,361438.1,19425.416,12032.767,11724.154,971253.1,
22022,219.17442077155508,11.503947,,,,,,,,,,,496499.4,159394.9,447940.25,150822.55,128574.42,0,113704.4,100002.42,122453.695,143538.38,161430.28,454066.84,125015.44,
23863,219.17446401875122,12.6447935,,,,,,,,,,,387973.22,195537.62,247048.22,446700.62,429966.97,0,295106.16,335640.44,1671814.5,23770.63,18706.045,28379.445,361260.62,
20877,219.17451777825474,11.049477,,,,,,,,,,,1097267.5,998663.2,1047651.75,778168.94,744338.25,0,512137.47,724126.6,752840.94,34367.785,22595.32,29605.828,592146.06,
19648,219.17483263454764,10.430877,,,,,,,,,,,88391.41,92234.93,502721.75,113360.92,93980.61,0,206457.72,89711.79,237407.44,34937.22,48508.266,305592.75,96803.055,
17986,219.17531899877918,9.204845,,,,,,,,,,,867514.1,828192.4,632175.2,1174797.1,1073809.8,0,784113.56,1013073.44,1102466.8,3348.1323,1727.4733,17650.025,762005.6,
21347,219.19573075016854,11.233491,,,,,,,,,,,261427.48,266933.88,240191.77,77581.94,71765.83,0,75161.45,87473.55,81744.914,181961.2,186741.23,228062.2,83382.73,
18556,219.21133700381145,9.664031,,,,,,,,,,,4151.7954,12559.905,5044.811,37937.41,55200.918,0,267036.88,261804.6,34016.805,0,0,0,258599.73,
657,220.13398967265846,2.8149278,,,,,,,,,,,6188.159,6662.525,14730.74,1171832.0,1199795.6,0,1534588.4,1460468.2,1184513.9,63082.418,67464.2,84626.37,2813532.0,
18667,220.14707419903124,9.734429,,,,,,,,,,,135661.67,144314.03,143542.19,109920.79,109739.89,0,96923.94,106824.09,105293.52,94251.06,0,143710.14,103224.2,
242,220.15434585602333,1.0882746,,,,,,,,,,,14456.022,0,2170.836,255913.88,243158.73,0,209584.89,217154.95,256164.14,135541.67,132169.45,158914.48,202514.9,
18046,220.20662070744652,9.295303,,,,,,,,,,,9412.738,0,11740.141,35258.844,18183.652,0,83675.41,83069.97,19375.715,0,0,0,491538.38,
19360,220.20664462192366,10.251682,,,,,,,,,,,20686.832,20634.293,23742.717,16176.344,48329.727,0,819375.06,953197.3,14423.414,0,0,3047.7815,664654.9,
599,221.09270430585067,2.7052085,,,,,,,,,,,5562.134,1001.94867,1240.3994,256289.48,252596.9,0,340139.4,344373.03,307244.47,171244.39,174376.56,232990.28,89262.05,
16976,221.11803410865133,8.2574835,,,,,,,,,,,128469.86,761302.8,120396.04,131617.19,136478.19,0,86967.72,110241.36,712883.2,114995.83,0,125996.61,88906.91,
1632,221.1295224811287,3.3526607,,,,,,,,,,,3605.8506,0,0,358839.22,338562.97,0,351357.3,128287.55,313610.25,221928.55,390518.56,156916.72,269033.3,
929,222.11347440147225,3.0235243,,,,,,,,,,,5251.9985,6221.1045,13327.326,380488.62,384545.22,0,515518.47,459688.78,490657.75,360886.12,286613.7,382396.75,545230.25,
18703,222.1496439829161,9.771343,,,,,,,,,,,95438.016,122072.85,112003.77,135928.6,99197.39,0,197650.45,209733.45,84754.69,39257.605,0,110391.305,221898.52,
4941,222.14991610357893,4.1907125,,,,,,,,,,,3090.4277,0,2226.44,74845.14,41831.266,0,599327.25,561938.3,36729.965,37990.22,11994.369,26278.488,528214.5,
19849,223.09699935945844,10.544153,,,,,,,,,,,1102395.5,1039796.5,1059175.6,328795.38,316385.34,0,304513.34,318206.9,314344.38,860209.06,920136.1,973004.75,305859.72,
16186,223.0975413802381,7.524468,,,,,,,,,,,513538.6,505462.53,465371.28,505356.6,516830.88,0,295308.06,262649.78,556097.5,398159.38,189573.62,486673.38,269885.84,
17688,223.09746674411235,8.946729,,,,,,,,,,,391210.22,413593.75,451718.75,276732.5,255486.42,0,200435.12,195539.97,272849.47,388993.2,78831.98,452083.2,205634.95,
2252,223.11852386527812,3.5420246,,,,,,,,,,,6438.2627,5100.7495,2266.8313,164325.39,164260.2,0,119499.516,114945.98,159403.56,22830.898,27649.105,114135.1,111187.14,
14510,223.1338632321742,6.689291,,,,,,,,,,,55757.97,71418.02,90191.0,122570.04,143510.7,0,165019.05,112889.83,150946.69,100551.64,114671.65,467953.0,163587.73,
23210,223.16810168005995,12.078412,,,,,,,,,,,54316.04,222190.28,72800.4,78794.21,71528.875,0,87620.41,101979.03,64300.79,5235.6006,30519.941,29005.373,103747.836,
22035,223.1693197303556,11.495078,,,,,,,,,,,809629.2,894441.06,831005.06,134703.81,141025.4,0,507456.2,702319.9,120873.77,662630.94,281738.66,723972.8,698690.0,
24811,223.98842992821463,14.719963,,,,,,,,,,,15516.62,24590.78,74290.09,27046.73,41989.598,0,49880.348,51816.85,64658.78,41899.38,45277.98,65699.08,31956.012,
24820,223.98843025315622,14.800759,,,,,,,,,,,13300.207,11609.886,19713.527,48836.656,40254.402,0,21424.555,31888.678,27777.768,33181.707,34994.25,51292.42,28947.998,
24797,223.9884639714841,14.656021,,,,,,,,,,,32743.082,18534.543,24650.984,143375.48,170814.03,0,170102.52,139592.6,130578.41,154419.95,114041.93,75223.85,115401.29,
15,223.98889948168915,0.90335876,,,,,,,,,,,74104.88,31564.275,30796.105,160644.75,164250.14,0,129911.305,184397.28,162607.8,244879.03,393189.56,228706.39,176065.52,
17210,224.16538299926722,8.524768,,,,,,,,,,,160355.28,163127.73,185733.78,161147.19,170287.08,0,162772.11,163638.81,192027.81,65661.99,23544.236,160064.6,152458.28,
1409,224.16547568530873,3.274677,,,,,,,,,,,2073.6606,1682.0066,1882.8191,380837.9,120151.59,0,110556.47,76040.56,128330.63,75467.37,15317.796,83642.59,171073.6,
836,224.16568431359346,2.9879913,,,,,,,,,,,0,0,0,106712.81,101047.195,0,437977.34,470720.38,120432.94,61804.438,29236.03,61017.758,112463.836,
23155,224.19976354974668,12.004508,,,,,,,,,,,39592.918,37197.035,27883.828,35551.527,19083.479,0,546971.6,547471.56,23524.742,0,0,0,478853.12,
16450,225.11278507638593,7.72157,,,,,,,,,,,72511.04,494058.72,62699.47,88385.32,44163.758,0,80801.26,56624.844,82861.38,0,0,70867.14,86328.48,
16306,225.1131124588137,7.6458974,,,,,,,,,,,206524.77,100976.44,101845.17,632731.0,723244.4,0,101931.45,113219.53,659285.94,441040.22,104350.61,260830.64,538406.94,
17371,225.11302492856086,8.650833,,,,,,,,,,,746165.0,123366.55,120936.71,150719.4,690809.9,0,674767.3,750842.5,899215.44,38262.227,6924.04,36605.176,665112.8,
20754,225.1487344513366,10.992939,,,,,,,,,,,326833.7,324914.4,670327.3,424659.56,473802.56,0,108160.336,91142.17,51773.164,140319.17,134600.47,276885.84,103285.41,
